number,school
959,University of Guam Marshall Islands
7142,College of the Marshall Islands Northern Mariana Islands
781,Northern Marianas College Palau
7329,Palau Community College Puerto Rico
961,American University of Puerto Rico
7137,Atlantic College Universidades
840,Bayamon Central University
49,Calvary Baptist College
779,Caribbean University College
2104,Carlos Albizu University
3088,Col Regional de la Montana
2315,Columbia College Puerto Rico
3215,Columbia College Yauco
1115,Conservatory Music Puerto Rico
2243,EDP College of Puerto Rico
3219,EDP College San Sebastian
7036,Escuela de Artes Plasticas Puerto Rico
3406,Huertas Junior College
2313,Humacao Community College
7315,ICPR Junior College
2065,Interamerican University of Puerto Rico
2042,Interamerican University of Puerto Rico Aguadilla
2067,Interamerican University of Puerto Rico Barran
2043,Interamerican University of Puerto Rico Bayamon
2077,Interamerican University of Puerto Rico Guayama
873,Interamerican University San Juan
3531,Interamerican University of Puerto Rico Ponce
1411,Interamerican University Puerto Rico Arecibo
946,Interamerican University San German
3220,International Junior College
3222,National College Colegio Universitario
7135,National College of Business Tech
910,Pontifical Catholic University of Puerto Ric
2618,Puerto Rico Baptist College
3022,Puerto Rico Technical Junior College
386,Ramirez College of Business and Technolog
631,Universidad de Puerto Rico Medical and Science Campus
979,Universidad de Puerto Rico
911,Universidad de Puerto Rico Arecibo
883,Universidad del Este
7918,Universidad Interamericana
1020,University Adventista De Las Antilla
1549,University Central Del Caribe
780,University Del Turabo
5882,University Inter-Americ
983,University of Puerto Rico Aguadilla
852,University of Puerto Rico Bayamon
3891,University of Puerto Rico Carolina
981,University of Puerto Rico Cayey
874,University of Puerto Rico Humacao
912,University of Puerto Rico Mayaguez
836,University of Puerto Rico Ponce
5997,University of Puerto Ric Rio Piedras Campus
3893,University of Puerto Rico Utuado
614,University Politecnica De Puerto Rico
913,University Sagrado Corazon
1519,Universidad Metropolitana Virgin Islands
879,University of the Virgin Islands Colleges and Universities Outside the U.S. Afghanistan
7890,American University of Afghanistan Anguilla
7796,Anguilla Community College Armenia
7257,American University of Armenia Australia
108,Australian International Hotel School
3582,Australian National University
5345,Bond University
7984,Central Queensland University Brisbane
7677,Curtin University
5552,Edith Cowan University
9002,Flinders University South Australia
5195,Griffith University
7371,James Cook University
5447,Macquarie University Sydney
7083,Monash University
5701,Murdoch University
7404,Queensland Tertiary Admissions Centre Brisbane
7971,Queensland University of Technology
54,Swinburne University Technology
3846,Tertiary Institutions Service Center
3719,UAC – University Admissions Centre (NSW & ACT)
7889,University of Adelaide
7377,University of Canberra
9015,University of Melbourne
9026,University of New South Wales
7988,University of Newcastle
7750,University of Queensland
7395,University of South Australia
867,University of Sydney
7238,"University of Technology, Sydney"
7600,University of Western Australia
7987,Victoria University
3847,Victorian Tertiary Admissions Centre Austria
9131,Webster Vienna Private University Azerbaijan
7799,ADA University
6716,Qafqaz University
7876,State Student Admission Commission of the Republic Azerbaijan Bahamas
6772,Cherub College
1775,College of the Bahamas Bahrain
4622,University of Bahrain Bangladesh
7194,Brac University
6702,Independent University Bangladesh
2378,International University of Business and Agriculture
2505,North South University Barbados
7263,American University Barbados School of Medicine
3852,Barbados Community College Belgium
5749,Hogeschool Universiteit Brussel
7387,Ku Leuven
3574,Vesalius College Belize
863,Saint John’s College Sixth Form Bermuda
2581,Bermuda College Bolivia
856,Universidad Privada Boliviana Brazil
6298,Universitario Ritter dos Reis Bulgaria
2451,American University Bulgaria
901,Acadia University
7154,Alberta College of Art and Design
820,Algoma University
172,Algonquin College
5672,Ambrose University College
906,Bishops University
3194,Booth University College
905,Brandon University
6162,British Columbia Institute of Technology
895,Brock University
914,Burman University
7239,Camosun College
862,Campion College
4568,Canadian Memorial Chiropractic College
5432,Canadian Mennonite University
5274,Cape Breton University
7892,Capilano University
854,Carleton University
962,Champlain Regional College Lennoxville
937,Champlain Regional College Saint Lambert
7234,CLI College of Business Health Technology Edmonton
7286,CLI College of Business Health Technology Toronto
1865,College of New Caledonia
800,Columbia College Canada
4499,Compucampus College
956,Concordia University
916,Concordia University Edmonton
5872,Confederation College Applied Arts and Technology
6785,Crandall University
915,Dalhousie University
9568,Douglas College
4148,Emily Carr Institute of Art & Design
5823,Fairleigh Dickinson University Vancouver Campus
5976,Grant Macewan University
6506,HEC Montreal – Business School
2168,Humber College
875,John Abbott College
2677,Kings University College
5433,Kingswood University
5973,Kwantlen Polytechnic University
888,Lakehead University
464,Langara College
889,Laurentian University
930,Lethbridge Community College
1715,Loyalist College
832,Marianopolis College
5449,Masters College and Seminary
935,McGill University
936,McMaster University
885,Memorial University of Newfoundland
4448,Mohawk College of Applied Arts and Sciences
939,Mount Allison University
7,Mount Royal University
865,Mount Saint Vincent University
4149,Nipissing University
6311,Northern Lights Community College
1763,Northwest Community  College
5773,NSCAD University
6026,OCAD University
943,Ontario Agricultural  College
4217,Prairie Bible Institute
949,Queens University
4798,Quest University Canada
907,Redeemer University  College
998,Royal Military  College Canada
886,Ryerson University
4446,Saint Clair College
953,Saint Francis Xavier  University
853,Saint Jerome’s University
958,Saint Mary’s  University Canada
803,Saint Thomas  University Canada
5873,Saskatchewan Institute  of Applied Science/Tech
6813,Sault College of Applied  Arts and Technology
838,Selkirk College
2171,Seneca College
999,Simon Fraser University
849,Southern Alberta  Institute of Technology
6451,St. Mary’s University  College
994,St. Paul’s College
7394,Talpiot College
5692,Taylor University  College Seminary
7158,Thompson Rivers  University
5542,Thompson Rivers  University
896,Trent University
876,Trinity Western  University
7211,Tyndale University  College and Seminary
7668,Universite de  Saint-Boniface
990,University Kings College
963,University of Alberta
965,University of British  Columbia
3939,University of British  Columbia Faculty  of Medicine
813,University of Calgary
892,University of Guelph
931,University of Laval
855,University of Lethbridge
973,University of Manitoba
992,University of Montreal
976,University of New  Brunswick
2023,University of Northern  British Columbia
4192,University of Ontario  Institute of Technology
993,University of Ottawa
941,University of Prince  Edward Island
830,University of Regina
980,University of  Saskatchewan
6750,University of the  Fraser Valley
982,University of Toronto
989,University of Victoria
996,University of Waterloo
984,University of  Western Ontario
904,University of Windsor
9379,University of Winnipeg
1875,Vancouver Community  College
6561,Vancouver Island  University
964,Vanier College
893,Wilfrid Laurier University
894,York University
418,Yukon College Cayman Islands
6444,University College Cayman Islands
22,University College of Cayman Islands China
7059,Duke Kunshan University
7956,South China University of Technology
6563,University of Michigan – Shanghai Jiao Tong Joint Institute
6521,Zhejiang University Colombia
7378,Fundacion Universitaria Ceipa
6814,Pontificia University Javeriana
6407,Universidad CES
6779,Universidad de los Andes
4939,Universidad Tecnologica de Bolivar Cote D’Ivoire
5733,International University of Grand-Bassam Croatia
7397,Zagreb School of Economics and Management Cyprus
6761,Near East University Czechia
7280,Charles University Prague Faculty of Social Sciences
7298,Charles University 2nd Faculty of Medicine
7249,Charles University Prague Faculty Mathematics & Physics
7994,Czech College
7453,Faculty of Medicine Hradec Kralove Charles University Denmark
6807,CIRIUS The Danish Ministry of Education
7405,Roskilde University
7968,Via University College Dominican Republic
7064,Universidad Dominicana O&M
5952,Universidad Iberoamericana Ecuador
7079,Universidad San Francisco de Quito – Campus Cumbaya Egypt
7756,Ahram Canadian University
7455,Arab Academy – Science Technology Maritime Transport
7437,Cairo University Faculty of Engineering
5978,Delta University Science & Technology
6118,El-Asseel College
6134,Ministry Higher Education
4937,Misr International University
4806,MSA University
5347,Nile Academy for Scienc
7209,Zewail University El Salvador
3856,Instituto Americano de Educacion Superior Estonia
7383,Estonian University of Life Sciences
6424,University of Tartu Finland
1700,Aalto University School of Business
7448,Savonia University of Applied Sciences
599,Tampere University of Technology
483,University of Helsinki France
866,American University of Paris
73,Ecole Superieure de Commerce
7084,Institut Francais du Petrole
4627,Paris College of Art
6192,Sciences Po – Paris Institute of Political Studies Germany
4422,Bard College Berlin
6569,Berlin University of the Arts
6802,Cologne Institute of Technology
9029,Dusseldorf-Bezirks- Regiarung
2615,European Business School Oestrich Winkel
9023,FH Aachen
7402,Frankfurt School of Finance and Management GmbH
4912,International University of Applied Sciences
3665,Jacobs University
6604,Leibniz Universitaet Hannover
7965,Leuphana Unversitat Lueneburg
8004,Mannheim University of Applied Sciences
7578,Mariengymnasium Jeve
5956,Munich Business School
7360,SRH University Berlin
7217,Uni-Assist
6722,University of Erfurt
3592,University of Karlsruhe
5390,University of Regensbur
7951,WHU – Otto Beisheim School of Management Ghana
7459,Malku Institute of Technology
7950,Webster University Ghana Campus Greece
925,American College of Greece Guatemala
6745,Colegio Evangelico La Palabra
3875,Universidad del Valle de Guatemala
6758,Universidad Francisco Marroquin
7240,Universidad Catolica de Honduras
7457,Universidad Tecnologica Centroamericana Hong Kong
5690,Chinese University of Hong Kong
7903,City University of Hong Kong
7356,CUHK School of Business Finance
7904,Hong Kong Baptist University Ho Sin Hang Campus
7380,Hong Kong Institute of Education
7261,Hong Kong Polytechnic University
2787,Hong Kong University of Science and Technology
4791,Lingnan University
9671,University of Hong Kong Hungary
4567,CEU Business School
7942,Corvinus University of Budapest
607,University of Veszprem India
6760,Ahmedabad University
7343,Ashoka University
7759,"Bits Pilani, Vidya Vihar Campus"
7087,Chanakya Community College
6784,Flame University
35,Indian Institute of Technology
7198,Indian School of Business and Finance
6997,International Institute of Information Technology
7389,Jain College for Women
5940,Lovely Professional University
6723,Mahindra Ecole Centrale College of Engineering
2683,Mahindra United World College of India
7664,Malaviya National Institute of Technology Jaipur
6530,National Institute of Technology Karnataka
7283,National Institute of Technology Srinagar
7900,National Management School
7258,NIFT – National Institute of Fashion Technology
7345,O. P. Jindal Global University
7959,Srishti Institute of Art Design and Technology
7391,St. Xavier’s College
7460,Technology Incubation Center CIU
7035,Visvesvaraya National Institute of Technology Iraq
7905,Ishik University Ireland
4918,Blackrock College
506,Griffith College Dublin
7053,Mary Immaculate College
5878,National University of Ireland Galway
7266,"National University of Ireland, Maynooth"
4628,Royal College of Surgeons in Ireland
4920,University College Cork
6675,University College Dublin International
2494,University of Dublin Trinity College
4959,University of Limerick Israel
967,Bar-Ilan University of Israel
2549,Ben Gurion University of the Negev
6633,College of Law and Business – CLB
4551,Hebrew University Degree Programs
7012,International School University of Haifa
2221,Midreshet Lindenbaum
4267,Raphael Recanati International School
5899,Technion Italy
262,American University of Rome
7206,Bocconi University
6387,European School of Economics Florence
6405,European School of Economics Milan
6310,European School of Economics Rome
7432,Florence Institute of Design International
2795,John Cabot University
7055,Luiss Guido Carli University
7364,Politecnico di Milano
7679,Politecnico di Torino
7414,Universita Cattolica Del Sacro Cuore
9034,Universita Degli Studi Di Firenze
6993,University of Bologna Jamaica
1967,Northern Caribbean University Japan
53,Aoyama Gakuin University
7355,Chiba University
4423,Chuo University
1648,Chuo University Tama Campus
7231,Doshisha University Institute for the Liberal Arts
52,Gakushuin University
4349,Hitotsubashi University
3706,Hokkaido University
7944,Hokkaido University Modern Japanese Studies Program
3686,Hosei University
860,International Christian University Japan
5808,Kanagawa University
9042,Kansai University
773,Keio University
3818,Kwansei Gakuin University
3814,Kyoto University
90,Kyoto University Faculty of Law
3135,Kyushu University
129,Meiji Gakuin University
3128,Meiji University
6535,Nagoya University International Programs Admission
3067,Nanzan University
2995,Nihon University
3815,Nippon Daigaku
7895,Osaka University
3077,Rikkyo University
2791,Ritsumeikan Asia Pacific University
5766,Ritsumeikan University
7255,Saga University
2702,Seikei University
819,Sophia University
5050,Tama University School of Global Studies
3702,Temple University Japan
7372,Tohoku University
7666,Tohoku University Future Global Leadership Admissions
3443,Tokai University
7804,Tokyo College of Music
6787,Tokyo Institute of Technology
7425,Tokyo University of Foreign Studies
6539,Tokyo University of Science
4652,Tokyo Woman Christian University
5620,University of the Sacred Heart
4783,University of Tokyo
7656,University of Tokyo PEAK Admissions
7264,University of Tsukuba Division of Admission
837,Waseda University
7667,Yamanashi Gakuin University
4814,Yamanashi Medical Center
3742,Yokohama City University
3785,Yokohama National University Jordan
7451,Al-Ahliyya Amman University Kazakhstan
7915,Nazarbayev University Kenya
2701,Augustana College Kenya
7290,"Pioneer International University Korea, South (ROK)"
7415,Catholic University of Korea Songeui Campus
6566,Daegu Gyeongbuk Institute of Science & Technology
6204,EWHA Womans University
9031,Ghent University Global Campus
7655,Gwangju Institute of Science and Technology
6527,Handong Global University
7449,Hankuk University of Foreign Studies
5751,Hanyang University
4433,Kaist University
6744,Kangwon National University
7270,Korea Aerospace University
5443,Korea University
7952,KOREATECH – Korea University of Technology and Education
7228,POSTECH – Pohang University Science and Technology
7972,Seoul National University
5721,Sogang University
7081,Sungkyunkwan University
7442,"Suny Korea, State University of New York"
7441,"Underwood International College, Yonsei University"
7440,UNIST
9893,Yonsei University Kosovo
6242,American University in Kosovo
7997,Iliria College Kuwait
4185,American University of Kuwait Kyrgyzstan
5825,American University of Central Asia Latvia
7254,RTU Riga Business School Lebanon
6735,Al Maaref University
3591,American Community School at Beirut Lebanon
7801,American University of Culture and Education
4973,American University of Science and Technology (AUST)
4151,American University of Technology Lebanon
7063,"Arts, Science and Technology University in Lebanon"
7373,Beirut Arab University
106,Haigazian University
7061,Holy Spirit University Kaslik
6128,Lebanese Ministry of Education and Higher Education
7696,Notre Dame University
4438,Rafik Hariri University
2960,University of Balamand Liberia
745,University of Liberia Lithuania
7210,Lithuanian University of Health Sciences
5587,SKVC
6841,Vilnius University Faculty of Medicine Malaysia
5,American Degree Program
7401,Taylor’s University Lakeside Campus
6641,University of Nottingham Malaysia Campus Malta
7057,American University of Malta Mexico
733,Alliant International UniversityMexico City
7143,Centro de Ensenanza Technical
7145,Instituto Tec Estudios Superior
843,Instituto Tec y de Estudios Superior de Monterrey
7144,Instituto Tecnologico Autonomo de Mexico
7146,Universidad Anahuac
7147,Universidad Auto Aguascalientes
7148,Universidad Auto Coahuila
938,Universidad de Las Americas Puebla
6591,Universidad de Monterrey
4786,Universidad Panamericana Mongolia
7067,English Academy of MUST
6536,National University of Mongolia Orkhon Branc Morocco
6596,Al Akhawayn Universit
7060,EMAA Business School Myanmar
7686,American University of Myanmar Netherlands
6700,Amsterdam University College
7684,Eindhoven University of Technology Bachelor Programs
7443,Erasmus University College
6757,Erasmus University Rotterdam
4175,Hogeschool Inholland
3634,Hogeschool Van Utrecht University
6708,Leiden University College The Hague
7936,Rotterdam Business School at Rotterdam University of Applied Sciences
6767,Rotterdam School of Management at Erasmus University
7435,Tilburg University
7859,University College Roosevelt
7297,University College Utrecht
7932,University of Amsterda College of PPLE
7237,University of Groningen
7953,Webster University New Zealand
7299,AUT – Auckland University of Technolog
6842,Lincoln University
7878,Massey University
7207,University of Auckland
7225,University of Canterbur
7224,University of Otago
7265,University of Waikato
7223,Victoria University of Wellington Nicaragua
6440,Thomas More Universit
6419,Universidad Catolica
6327,Universidad de Ciencias UCC
6496,Universidad Politecnica de Nicaragua – UPOLI Norway
7995,BI Norwegian Business School
6691,Samordna Opptak Norwegian University/College Admission Service
5804,University of Bergen
756,University of Oslo
1746,Aga Khan University
4181,Bahria University
7678,CMH Lahore Medical College & Institute of Dentistry
96,GIK Institute
7344,Habib University
7966,Institute of Space Technology
513,Lahore University of Management Sciences
5788,LUMS School of Science & Engineering
7815,Millennium University College TMUC Bahria Springs
4626,Ministry Education Government Pakistan
4575,National University of Computer and Emerging Sciences
2790,National University of Sciences and Technology
7272,Pakistan Institute of Engineering and Applied Sciences
4552,Shaheed Zulfikar Ali Bhutto Institute of Science
7393,Shifa College of Medicine
7909,"University of Lahore Palestine, State of"
7268,Birzeit University Philippines
6786,Ateneo de Manila University
7673,Ateneo de Zamboanga – Mindanao State University
6623,De La Salle University
6738,Enderun Colleges
978,University of the Philippines Poland
6518,AGH University of Science and Technology
6743,Cracow University of Economics Portugal
7423,Universidade Catolica Portuguesa Qatar
4246,Carnegie Mellon University Qatar
4563,Georgetown University in Qatar
7675,Hamad Bin Khalifa University Qatar Foundation
5714,Northwestern University in Qatar
5264,Qatar University
4290,Texas A&M University Qatar
3999,Weill Cornell Medicine Qatar Rwanda
7807,African Leadership University Rwanda Saudi Arabia
5752,Alfaisal University
9406,Aramco Saudi
7672,King Abdullah University of Science and Technology
5454,University Preparatory Program
5717,International School of Seychelles Singapore
186,Center for American Education
7421,Curtin Singapore
5473,DigiPen Institute of Technology Singapore
3721,Nanyang Technological University
3720,National University of Singapore
6590,Singapore Institute of Management
2861,Singapore Management University
5648,Singapore Polytechnic
6532,SUTD – Singapore University of Technology and Design
7382,UniSIM College
7003,Yale-NUS College South Africa
8e3,Monash South Africa
7798,Stellenbosch University
7431,University of Cape Town Spain
7800,American College in Spain
7073,Esade Business School
6293,IE University Campus de Santa Cruz la Real
5939,La Salle University
6494,La Universidad Francisco de Victoria
2586,Saint Louis University Madrid Campus
4195,Suffolk University Madrid
9815,The College for International Studies
6475,Universidad Europea de Madrid Sri Lanka
2480,American College of Higher Education
276,Institute of Technological Studies Sweden
5436,Livets Ord University
9022,Lunds Universitet Switzerland
4102,Ecole Hoteliere de Lausanne
9025,ETH Zurich
7338,Geneva University
5875,Les Roches Gruyere University Applied Sciences
3722,SBS Swiss Business School
7406,University of Basel
7960,University of Zurich
6139,Webster University Taiwan
829,Fu Jen Catholic University Thailand
4559,Chulalongkorn BBA
7433,Chulalongkorn University Faculty of Psychology
6806,Chulalongkorn University International School of Engineering
7803,King Mongkut’s Institute of Technology Ladkrabang
7967,Mahidol International Dental School
7208,Mahidol University International College
7420,"Thammasat University Faculty of Law, Business"
288,Thammasat University
8003,Thammasat University Economics Department Trinidad and Tobago
5803,Caribbean Life Resource Center Turkey
7466,Abdullah Gul University
7964,Ankara University
7957,Antalya International University
7955,Baskent University
6980,Beykent University
9877,Bilkent University
796,Bogazici University
7450,Cumhuriyet College
7661,Hacettepe University Beytepe Campus
7369,Ipek University
7293,Istanbul Bilgi University
7226,Istanbul Medipol University
6775,Istanbul Sehir Universitesi
6715,Istanbul Technical University
7396,Kadir Has University
1931,Koc University
6383,Middle East Technical University
7271,Ozyegin University
7100,Sabanci University
7665,Sakarya University
7413,Ted University
6739,Yeditepe University
7946,Yildiz Technical University Davutpasa Campus Turks and Caicos Islands
7809,Charisma University United Arab Emirates
2688,American University in Dubai
7983,American University of Ras Al Khaimah
5543,American University of Sharjah
7808,Canadian University Dubai
7958,Emirates Academy of Hospitality Management
7937,Higher Colleges of Technology
7860,Khalifa University of Science Technology Research
9036,Petroleum Institute
4749,United Arab Emirates University
5695,University of Dubai United Kingdom
7948,Abertay University
7e3,Anglia Ruskin University
7761,Arts University Bournemouth
7943,Aston University
7200,Bangor University
7945,Bath Spa University Newton Park
7880,Birmingham City University
7427,Bournemouth University
7022,Brunel University London
7181,Cambridge University
7078,Cardiff University
6364,City University London
7931,Coventry University
2614,Davies Laing and Dick  Independent College
7879,De Montfort University
5488,Durham University
7894,Edinburgh Napier  University
6395,Ese London
2062,Girton College
5300,Glasgow Caledonian  University
7674,"Goldsmiths, University  of London"
951,Heriot-Watt University
6385,Hult International  Business School
7919,Imperial College  of London
9997,Jesus College
7623,Keele University
7884,Kings College London
7342,Kingston University  London
7687,Lancaster University
6698,Leeds Beckett University
9009,Liverpool John  Moores University
9033,London Centre  of Contemporary  Music LCCM
6762,London Metropolitan  University
9007,London School of  Economics
4466,London School of  Economics and  Political Science
7370,London South  Bank University
7877,Loughborough University
6622,Manchester Metropolitan  University
3985,Middlesex University  London
5408,Newcastle University
7873,Northumbria University
7065,Norwich University  of the Arts
4556,Nottingham Trent  University
7020,Oxford Brookes  University Headington  Campus
7660,Plymouth University
7902,Queen Mary University  of London
7753,Queens University  Belfast
7400,Regent’s University  London
823,Richmond American  International  University London
7870,Royal Central School  of Speech and Drama
4899,Royal Holloway College
7970,Royal Veterinary College
9008,Sheffield Hallam  University
7348,SOAS School of Oriental  and African Studies
7954,St. George’s University  of London
7949,"St. Mary’s University,  Twickenham"
7462,UCFB Wembley
7869,University of Chichester
881,University of Stirling
9878,University of  Wales Swansea
6067,University College London
7467,University for the Creative Arts
818,University of Aberdeen
7376,University of Bath
7390,University of Birmingha
9001,University of Bradford
7806,University of Brighton
5371,University of Bristol
6687,University of Central Lancashire
6603,University of Chester
7452,University of Derby
857,University of Dundee
6313,University of East Angli
7332,University of East Lond Docklands Campus
917,University of Edinburgh
7216,University of Essex
6592,University of Exeter
923,University of Glasgow
9028,University of Gloucestershire
7279,University of Greenwic International – Avery Hill Campus
6788,University of Huddersfield
9004,University of Hull
9027,University of Kent
7602,University of Leeds
7241,University of Leicester
6562,University of Lincoln
7095,University of Liverpool
9011,University of Liverpool
7917,University of London
3737,University of Manchester UK
7357,University of Northampton Park Campus
5046,University of Nottingha
6706,University of Oxford
6567,University of Portsmout
7381,University of Reading
7914,University of Roehampt
7601,University of Sheffield
7681,University of South Wal
4872,University of Southampton Highland Campus
7775,University of St. Andre
9003,University of Stirling
841,University of Strathclyd
6768,University of Sunderlan
4809,University of Surrey
9166,University of Sussex
7082,University of the Arts London
7468,University of the Highlands and Islands
7409,University of the West of England
4881,University of Warwick
7197,University of West London
7385,University of Westminster
7062,University of Worcester
7780,University of York
9998,Van Mildert College
5765,Warnborough College
4807,"York St. John University Virgin Islands, British"
7363,H. Lavity Stoutt Community College
548,Air Force ROTC Scholarships
1032,Alabama School of Mathematics and Science
320,Sonat Foundation Scholarship Alaska
7215,Alaska Performance Scholarship Private Schools Arizona
2175,The Flinn Foundation American Samoa
9401,Department of Education – Pago Pago California
24,California Student Aid Commission
3862,Caroline D. Bradley Scholarship
9826,Chevron Scholarships
4053,Distinguished Young Women of California
4076,Marin Education Fund
2619,Neighborhood Academic Initiative Scholarship
778,Nevada Applied Technical Scholars
5876,Reality Changers
439,San Francisco Mainliner Club Scholarship Program
5633,San Jose Cal-SOAP
4961,SFSU Presidential Scholarship Programme
4667,Sheet Metal Workers Local 104 Scholarship Fund
165,Sonoma State University USPS
238,Steve Knight
4428,Studio Electrical Lighting Technicians Local 728
6752,Tailhook Education Foundation Inc.
7222,Thiel Foundation
4824,University of California Berkeley ACDMC Talent Development Program
2575,Young Black Scholars Program Colorado
19,Boettcher Foundation Scholarship
9903,Daniels Scholarship Program
3822,United States Borax Scholarship Program Connecticut
313,Knights of Columbus Connecticut
100,Pitney Bowes Scholarship
4781,"Raymond F. Gates, Jr. Memorial Scholarship Program District of Columbia"
3734,Amalgamated Transit Union Scholarship
540,American Foreign Service Association Scholarship
5770,American Society for Engineering Education
7898,AMIDEAST Alexandria
7897,AMIDEAST Cairo
5027,AMIDEAST DC
7896,AMIDEAST Saudi Arabia
498,Ashby B. Carter Scholarship
4451,DC Tuition Assistance Grant Program – HEFS
402,Doherty Scholarship Program
485,International Brotherhood Electrical Workers
518,James R. Hoffa Scholarship
554,John Lyons Scholarship
4240,Korean Honor Scholarship Committee
5782,National Italian-American Foundation Scholarship
4187,Sheet Metal Workers International Scholarship Association
7757,Sons of Italy Foundation Florida
624,Leroy E. Dettman Foundation
493,Navy Enlisted Commissioning Program
7447,Orange County Public Schools Tip Program
6151,PGA of America
7284,Pinellas County Schools Tip
656,United States Navy ROTC Georgia
5931,Agape Global Church Scholarship
7888,American Cybersystems High Achievers Scholarship
680,Crawford Company Scholarship
3468,Emma Dameron Scholarship Program
5285,Georgia Rotary Student Program
472,Georgia Student Finance Authority
1530,Hank Johnson
6748,I Have A Dream Atlanta Inc.
2565,United States Marine Corps Officer Selection Idaho
5965,Nuclear Energy University Programs Illinois
9043,Boys & Girls Clubs of Chicago
4977,Center for Talent Development
6782,Daniel Murphy Scholarship Fund
3749,Decatur Public Schools Gifted Program
417,Duchossois Industry Scholarship
153,Evans Scholars Foundation
7461,Fermi Research Alliance Scholarship Program
311,Illinois Department Children and Family Services
3027,Illinois Math and Science Academy
1157,International Brotherhood of Electrical Workers
294,Joseph Blazek Foundation
7205,KIPP Foundation
5135,Lake County Educational Services
7403,"Link Unlimited Scholars, Scholarship Program"
579,Modern Woodmen of America Scholarship
85,National Merit Scholarship Corporation
348,Royal Neighbors of America Scholarship
4980,Schuler Family Foundation Scholar Program
9053,Simpson Scholarship
4401,Society of Actuaries
185,Tenneco Inc. Scholarship
5635,Thrall Enterprises Scholarship Indiana
130,Moore Foundation
3122,Rea Magnet Wire Company Scholarship Iowa
6018,Bandag Incorporated Scholarship Program Kansas
1608,Fellellgas Scholarship Program
3681,Golf Course Superintendents Association Scholarship Kentucky
7874,Kentucky Grocers Education Foundation
1180,Lincoln Foundation Whitney Young Scholars Program
454,U.S. Army Cadet CMD ROTC Scholarship Louisiana
6351,Louisiana School for Math Science and Arts
5969,Teach for America Greater New Orleans
9019,Tops-Taylor Opportunity for Students Maine
3513,Maine School of Science and Math Maryland
500,Air Force Sergeants Association Scholarship Program
634,American Physical Society
587,Applied Physics Lab School
404,Bakery Confectionary Tobacco Workers International Union
9110,Baltimore Urban Debate League
110,Charlie Logan Scholarship Program
5658,Considering College Program
7935,Grant H. Flint International Scholarship
5302,Hariri Foundation
89,National Association Advanced Colored People Scholarship
6840,WSSC Berger Memorial Scholarship Massachusetts
1748,Beta Kappa Phi Alpha Gamma Rho Scholarship
6990,Boston HERC
7080,Boston Scholar Athletes
4269,Henry David Thoreau Foundation
606,Laspau Scholarship
3501,Mass Elks Scholarship
7996,MGH Youth Scholars
6766,Nova Biomedical Scholarship Program
569,Two Ten Scholarship
17,Walter S Barr Scholarship Michigan
2593,Focus Hope
1173,Michigan Merit Award
2717,Office of Gifted and Talented Education
924,Tawas Area Educational Foundation Scholarship
5842,The Yes Foundation Minnesota
9990,MBNA HBCU Scholarship Program
175,Southern California Edison Scholarship Missouri
6985,Ann Wagner
6778,Billy Long
321,Hall Family Foundation
6299,INROADS Inc. Missouri Nebraska
37,Union Pacific Railroad Scholarship Nevada
2707,Nevada Scholars Program New Hampshire
1699,Standex Scholarship Program New Jersey
9949,Broad Prize for Urban Education
32,Chubb Foundation
9925,Community Foundation of New Jersey
3240,Douglas College Scholarship Program
2578,Eastern Star Charity Foundation of New Jersey
126,Gibbs Scholarship Program
355,Gloucester Township Day Scholarship
9937,Gordon A. Rich Memorial Foundation Scholarship Program
517,National Association Record Merchants Scholarship
6594,Princeton Area Community Foundation NRG Scholarship
5771,Schindler Corporation Scholarship Program New Mexico
3812,Jack Maddox Foundation Scholarship New York
415,Amalgamated Lithographers of America Scholarship
6764,Armory Foundation
2105,Cirio Foundation
2479,Daiwa Securities of America Scholarship Program
71,Education and Cultural Trust Fund
8025,El Puente – I Have A Dream Program
9013,Eldre Foundation Scholarships
3725,Gruss Life Monument Fund
